"county","ass","asshole","bastard","bitch","bitched","bitchy","bloody","bullshit","cock","crap","crappy","cunt","damn","damnit","damned","darn","dick","dickhead","douche","douchebag","dumbass","dyke","fag","faggot","fatass","freaking","friggin","fuck","fucked","fucker","fuckery","fucking","goddamn","gosh","hell","hoe","homo","jackass","motherfucker","motherfucking","nigger","piss","pissed","pissy","pussy","shit","shittiest","shitty","slut","slutty","twat","whore"
"connecticut,tolland",699.932,92.615,13.839,580.438,5.057,6.653,12.774,120.026,18.895,56.686,11.444,19.694,571.389,17.831,13.307,6.387,171.656,5.323,22.887,8.516,20.226,2.661,19.96,37.259,2.395,76.913,6.653,1801.193,217.165,21.557,3.992,1099.931,24.218,23.154,394.144,75.582,4.258,5.589,21.291,5.323,1.863,44.71,113.905,1.863,98.736,1599.197,6.653,95.01,34.864,7.984,5.589,31.936
"connecticut,windham",852.113,116.024,16.847,836.081,4.619,13.043,14.401,143.468,14.129,74.723,11.684,54.344,625.499,17.39,11.412,11.412,185.313,3.804,28.259,11.956,20.107,2.717,28.802,33.693,4.891,68.202,7.065,1955.295,243.461,26.9,3.804,1383.325,19.02,38.584,396.167,100.265,5.978,4.891,20.107,4.348,3.532,66.843,197.812,4.619,114.122,1901.766,7.88,133.686,49.725,9.51,7.336,51.355
"delaware,kent",3.49,15.914,4.188,7.957,508.411,27.64,87.806,8.376,0.279,7.817,20.66,79.151,8.097,6.561,12.145,3.35,22.894,20.242,2.792,8.515,4.188,23.452,27.78,9.074,7.399,13.82,5.165,5.584,2.373,21.079,277.937,2.932,7.957,12.703,58.491,211.07,7.259,3.071,9.213,12.005,10.33,159.838,33.782,3.49,602.22,62.958,9.074,2.792,9.493,3.35,15.914,8.655
"delaware,new castle",1546.177,71.661,7.358,1318.24,6.943,6.011,10,154.048,13.627,32.385,5.648,13.99,896.876,12.695,6.891,7.151,277.265,25.545,11.71,3.42,28.913,7.306,20.415,32.437,3.005,62.075,3.99,2241.179,368.512,26.581,6.684,1122.481,14.197,24.146,370.481,181.095,6.581,4.353,14.146,6.373,5.441,53.525,141.094,2.902,246.02,3477.55,2.953,58.862,27.721,4.093,4.093,41.504
"delaware,sussex",1354.352,70.954,5.629,1169.634,6.073,7.999,6.962,144.427,10.073,64.14,7.11,19.849,1035.132,14.813,13.924,12.887,221.01,15.257,10.369,3.259,38.514,4,28.885,33.477,3.407,120.43,3.555,2076.929,273.596,27.552,6.073,1219.998,11.554,48.438,483.052,151.241,10.517,4.444,14.665,8.295,10.369,68.436,185.607,5.629,156.277,2780.102,3.703,83.545,31.7,5.036,4,38.366
"district of columbia,washington",1304.058,29.649,7.675,1003.197,1.913,3.467,25.249,90.5,18.65,33.379,6.504,10.234,642.082,7.627,7.914,9.325,186.212,3.682,6.241,2.104,10.76,2.989,4.208,8.679,2.176,38.089,3.371,1264.463,177.915,7.795,5.236,527.362,11.405,19.295,295.362,108.935,5.117,2.63,10.52,4.662,14.49,25.369,46.983,2.2,146.976,2491.458,1.339,30.964,10.234,5.284,1.626,11.812
"florida,alachua",1018.083,64.511,8.571,718.76,3.045,7.331,8.571,108.835,11.504,65.301,11.729,12.632,826.805,18.496,8.12,13.308,283.421,1.579,20.301,6.316,23.346,2.03,11.165,17.143,3.271,94.962,4.06,1392.858,158.91,14.662,10.15,697.782,16.692,38.91,455.865,157.782,5.188,3.045,11.842,8.797,3.722,45.677,105.79,2.932,141.316,1691.843,4.511,84.812,28.083,7.105,3.947,28.759
"florida,baker",748.89,44.577,5.349,713.229,1.783,5.349,8.915,131.947,8.915,189.006,3.566,19.614,504.609,14.265,16.048,10.698,85.587,0,23.18,0,17.831,5.349,19.614,10.698,3.566,299.556,7.132,1084.107,106.984,23.18,0,693.615,8.915,101.635,442.202,105.201,10.698,5.349,5.349,8.915,3.566,90.937,167.609,8.915,71.323,1185.743,0,57.058,30.312,8.915,10.698,60.624
"florida,bay",1323.797,50.472,5.92,989.966,4.673,4.673,12.151,117.768,13.085,84.276,8.724,16.512,924.695,19.472,9.97,9.347,257.967,1.869,15.734,3.739,25.703,2.96,18.538,22.12,2.804,119.326,3.583,1647.035,256.721,19.472,4.518,698.818,11.683,71.502,529.02,224.943,9.658,2.804,10.593,6.698,5.296,64.648,162.787,4.829,175.717,2122.312,2.804,86.768,41.125,4.518,2.96,35.985
"florida,bradford",1022.359,46.707,1.73,672.923,12.109,1.73,8.649,115.902,13.839,143.58,24.218,1.73,844.181,6.92,12.109,13.839,126.281,0,10.379,5.19,19.029,1.73,12.109,20.759,1.73,160.879,15.569,864.94,174.718,8.649,3.46,300.999,10.379,70.925,470.527,223.154,6.92,1.73,6.92,1.73,15.569,72.655,141.85,10.379,147.04,1371.794,3.46,46.707,60.546,8.649,1.73,67.465
"florida,brevard",1069.917,66.476,9.704,958.995,4.755,9.802,12.131,109.466,14.945,72.881,9.996,23.776,792.855,19.894,8.443,11.451,197.389,2.62,19.991,5.046,23.776,6.599,17.468,27.367,5.92,114.513,5.337,1745.445,220.194,21.35,3.688,1019.551,11.645,50.948,440.777,181.765,6.599,5.337,8.443,4.852,6.89,62.206,137.221,3.008,156.533,1942.446,5.337,108.884,40.856,7.861,6.114,32.51
"florida,broward",1445.703,65.444,6.48,1106.897,3.397,5.812,9.307,117.752,18.123,53.643,6.774,14.864,892.657,7.324,8.227,8.757,254.61,4.104,10.014,3.063,24.151,7.677,23.287,34.185,3.75,72.611,4.339,2111.847,247.6,16.965,11.212,1096.863,13.018,32.241,375.543,289.247,10.23,4.202,15.06,9.602,8.64,44.14,80.642,2.572,266.627,2469.11,3.161,57.924,29.276,6.774,3.809,26.429
"florida,calhoun",805.33,52.294,20.918,669.365,0,0,20.918,115.047,10.459,188.259,20.918,0,941.295,31.376,31.376,73.212,73.212,0,41.835,0,10.459,0,52.294,10.459,10.459,251.012,10.459,1066.801,156.882,20.918,0,784.412,0,52.294,439.271,156.882,0,10.459,10.459,0,10.459,31.376,198.718,0,104.588,1286.436,0,31.376,10.459,0,0,73.212
"florida,charlotte",1137.795,90.558,10.897,1061.141,5.636,10.145,9.394,165.709,18.788,78.158,9.018,26.303,803.746,19.539,9.77,14.655,259.649,1.879,20.667,8.642,23.297,20.291,34.194,48.097,3.382,105.588,7.891,1999.409,254.388,21.418,7.515,1351.226,15.406,73.273,463.31,161.2,8.267,3.758,13.527,8.642,7.891,69.515,171.346,5.636,149.927,2106.5,5.636,96.194,58.618,3.382,7.139,30.812
"florida,citrus",773.659,112.148,23.567,687.516,1.625,10.565,11.377,129.214,29.256,85.33,9.752,11.377,668.825,25.193,10.565,13.815,171.473,2.438,34.132,9.752,28.443,2.438,19.504,26.005,5.689,134.09,4.876,1514.81,152.781,36.57,2.438,1008.519,13.003,57.699,464.845,78.016,12.19,0.813,14.628,7.314,5.689,65.826,149.531,6.501,113.773,1382.346,8.939,104.021,34.132,6.501,9.752,39.821
"florida,clay",963.529,61.38,5.424,662.337,5.139,7.137,6.852,99.351,11.42,129.327,15.131,16.558,671.758,16.273,9.136,13.989,181.857,1.427,11.42,6.281,26.265,3.711,21.412,38.541,2.569,159.018,1.998,1339.234,155.592,27.978,3.426,765.684,6.566,84.22,423.096,131.896,7.708,5.995,11.705,5.139,8.279,69.089,182.999,6.852,97.638,1542.503,3.711,77.368,53.101,7.137,11.991,46.82
"florida,collier",1171.301,75.344,5.449,969.32,5.449,9.958,9.019,127.201,14.28,62.943,7.891,23.486,827.652,9.582,7.14,9.958,188.265,1.879,12.401,4.509,31.002,2.818,22.171,31.377,15.783,124.195,4.885,1855.405,206.302,23.11,7.703,1048.421,16.158,58.997,399.076,194.653,7.516,4.509,13.904,7.891,4.885,65.01,109.351,2.63,170.603,2146.445,4.885,72.525,41.711,5.261,5.825,32.881
"florida,columbia",1553.853,39.86,5.498,1153.191,3.436,7.56,6.185,122.329,8.247,110.646,13.745,19.243,1160.063,12.37,19.93,17.868,242.596,2.749,10.996,3.436,26.115,0.687,8.247,13.058,0.687,158.065,6.185,1729.786,209.609,16.494,8.247,606.147,6.872,65.288,596.525,281.769,15.119,17.181,4.123,4.123,4.123,72.848,152.568,11.683,316.131,2359.987,1.374,54.979,30.926,7.56,5.498,33.675
"florida,miami-dade",1608.564,65.928,6.135,1213.162,5.055,5.929,8.604,118.918,15.562,48.256,6.276,15.009,859.278,6.649,6.547,5.415,275.931,3.781,8.476,2.855,28.733,6.984,26.893,37.954,7.267,74.442,1.878,2372.962,262.439,18.469,5.955,1280.557,20.064,25.98,362.991,327.814,13.569,2.637,19.125,17.196,8.887,39.703,68.423,2.752,280.124,2671.8,2.482,49.272,28.295,7.498,2.341,25.749
"florida,de soto",2019.527,90.638,11.33,1818.424,8.497,11.33,11.33,198.271,48.151,59.481,0,45.319,1470.034,2.832,5.665,2.832,294.573,2.832,14.162,2.832,50.984,0,22.659,25.492,5.665,130.292,2.832,3670.837,453.19,39.654,22.659,1668.305,19.827,36.822,574.984,368.217,2.832,2.832,8.497,0,5.665,93.47,169.946,5.665,399.373,3498.058,2.832,56.649,96.303,2.832,2.832,50.984
"florida,dixie",922.653,66.698,44.465,1167.211,11.116,0,11.116,233.442,0,88.93,0,22.233,1311.723,11.116,11.116,33.349,144.512,0,0,0,22.233,0,11.116,33.349,22.233,244.559,0,1245.025,222.326,33.349,11.116,566.931,0,133.396,678.094,233.442,11.116,11.116,11.116,0,0,88.93,177.861,0,144.512,1778.608,0,33.349,55.581,22.233,0,33.349
"florida,duval",1408.494,61.468,9.72,1001.078,3.553,5.497,9.485,116.232,12.535,81.041,10.49,15.35,907.704,16.825,8.614,12.971,225.728,3.05,13.708,4.055,21.986,5.564,23.226,31.739,3.318,107.82,3.988,1715.464,221.371,19.64,5.53,809.872,10.557,47.391,443.009,239.603,8.479,5.295,11.73,6.77,10.759,52.821,117.338,4.458,208.936,2133.403,2.882,62.741,31.069,5.497,4.156,30.499
"florida,escambia",1968.843,60.596,9.368,1260.662,2.49,5.929,8.301,136.015,9.368,70.676,9.724,11.858,1111.603,20.041,10.198,10.198,216.534,2.846,16.483,4.506,25.021,3.32,14.23,23.242,3.676,105.184,4.388,1956.392,255.31,20.871,7.945,786.328,13.4,47.908,609.875,337.726,8.775,5.218,17.076,6.522,6.522,73.047,159.021,6.641,234.084,2753.511,2.846,68.66,34.745,4.388,4.15,32.729
"florida,flagler",1494.551,80.487,5.302,1380.809,10.121,10.121,10.121,131.092,18.796,99.765,10.121,42.412,930.66,13.013,7.229,11.567,243.389,0.964,21.688,4.82,24.58,3.856,20.242,44.34,2.41,101.211,4.82,2384.727,289.657,19.76,2.892,1274.296,15.423,38.557,465.571,272.306,4.338,2.892,20.242,7.711,3.374,83.379,147.479,6.747,235.195,2478.708,6.747,85.307,63.618,11.085,7.229,43.858
"florida,franklin",265.745,0,0,99.655,0,0,0,99.655,0,199.309,0,0,465.054,0,0,33.218,132.873,0,33.218,0,0,0,0,0,0,298.964,0,365.4,99.655,0,0,398.618,0,99.655,398.618,132.873,0,0,0,0,0,0,99.655,0,0,498.273,0,33.218,0,0,0,0
"florida,gadsden",1726.018,32.752,9.826,1064.433,0,3.275,6.55,104.806,0,193.235,13.101,3.275,1208.54,29.477,32.752,16.376,219.437,0,3.275,3.275,9.826,0,6.55,9.826,0,137.557,0,1621.213,288.216,19.651,3.275,681.237,6.55,29.477,707.438,284.94,6.55,6.55,26.201,6.55,6.55,32.752,94.98,16.376,337.343,3235.875,0,32.752,6.55,3.275,6.55,22.926
"florida,gilchrist",730.287,46.054,6.579,598.704,13.158,13.158,13.158,72.371,6.579,243.429,52.633,32.896,730.287,0,39.475,19.737,144.742,0,32.896,0,13.158,0,6.579,19.737,0,203.954,6.579,717.129,118.425,0,6.579,500.016,0,85.529,381.591,157.9,0,0,0,0,0,92.108,203.954,0,78.95,1151.354,6.579,59.212,32.896,19.737,0,98.687
"florida,glades",1573.624,120.56,12.691,1554.588,6.345,6.345,19.036,190.358,0,114.215,31.726,6.345,843.919,50.762,31.726,0,171.322,0,25.381,12.691,25.381,0,38.072,50.762,6.345,152.286,0,2017.792,298.227,19.036,0,989.86,6.345,88.834,596.454,355.334,0,0,25.381,6.345,0,50.762,139.596,12.691,247.465,2480.996,0,63.453,76.143,6.345,0,95.179
"florida,gulf",1416.762,24.855,9.942,1093.64,4.971,14.913,0,69.595,9.942,54.682,9.942,4.971,1009.132,19.884,19.884,4.971,89.48,0,9.942,0,19.884,0,0,0,0,134.22,4.971,1501.27,59.653,0,4.971,686.011,14.913,119.306,512.023,164.046,4.971,4.971,9.942,4.971,9.942,89.48,144.162,14.913,99.422,1625.547,0,24.855,39.769,4.971,4.971,34.798
"florida,hamilton",1331.586,27.741,13.871,712.028,0,2.312,2.312,78.601,11.559,122.524,2.312,6.935,1155.89,4.624,20.806,18.494,94.783,2.312,16.182,13.871,13.871,0,6.935,13.871,2.312,145.642,0,945.518,182.631,16.182,13.871,429.991,18.494,85.536,573.322,286.661,6.935,6.935,9.247,2.312,2.312,60.106,150.266,6.935,196.501,2050.549,0,23.118,27.741,4.624,6.935,39.3
"florida,hardee",1044.077,73.491,0,1008.598,5.068,20.273,20.273,91.23,7.603,134.311,10.137,25.342,1218.934,5.068,5.068,35.478,157.118,2.534,32.944,0,65.888,0,17.739,30.41,2.534,157.118,2.534,1819.532,169.789,48.149,2.534,1036.474,2.534,86.162,519.504,119.106,5.068,2.534,15.205,7.603,0,81.093,253.417,2.534,126.708,1923.433,2.534,40.547,73.491,7.603,7.603,30.41
"florida,hendry",1507.372,82.74,12.035,1374.988,4.513,18.052,1.504,198.576,9.026,102.297,7.522,22.565,1108.716,7.522,9.026,25.574,148.932,0,9.026,6.017,30.087,0,16.548,30.087,15.044,206.098,7.522,2042.926,201.585,33.096,9.026,1104.203,3.009,73.714,506.97,261.759,4.513,0,10.531,4.513,4.513,76.723,127.871,1.504,212.115,2411.495,4.513,37.609,48.14,12.035,4.513,40.618
"florida,hernando",1081.508,102.372,13.76,1052.337,3.853,8.806,11.558,139.248,28.62,78.705,13.76,28.07,893.276,20.915,8.806,9.357,203.643,2.202,18.713,6.605,31.922,2.202,22.015,39.077,4.403,108.426,6.605,1994.597,221.255,25.318,4.953,1361.104,20.915,57.24,466.727,127.139,7.705,6.605,14.31,8.256,5.504,71,192.635,2.752,139.798,1922.497,7.705,109.527,37.426,12.659,4.953,37.977
"florida,highlands",1296.555,76.005,8.942,1104.307,1.49,10.432,7.451,149.029,17.884,64.083,10.432,23.845,953.788,19.374,19.374,19.374,181.816,0,20.864,1.49,40.238,8.942,16.393,29.806,4.471,131.146,4.471,1609.516,162.442,20.864,2.981,843.506,5.961,41.728,511.17,253.35,0,4.471,2.981,4.471,1.49,67.063,120.714,0,186.287,2157.944,7.451,68.553,11.922,4.471,4.471,32.786
"florida,hillsborough",1153.578,63.883,7.608,919.246,3.322,6.315,11.615,110.065,13.771,66.952,8.978,14.608,787.32,14.151,8.191,11.133,192.157,1.801,15.013,3.982,23.256,6.822,22.216,27.922,3.804,96.725,4.438,1632.868,192.766,16.941,5.275,833.984,13.061,39.867,426.692,209.58,8.369,4.92,9.485,5.148,5.427,50.163,107.25,2.84,177.829,1938.945,3.474,60.358,32.893,7.304,3.195,26.603
"florida,holmes",582.666,46.783,8.506,353.002,0,4.253,0,93.567,0,97.82,4.253,0,527.377,4.253,25.518,4.253,102.073,0,4.253,0,8.506,0,25.518,8.506,8.506,72.302,4.253,595.425,63.796,12.759,0,310.472,8.506,63.796,480.593,157.362,17.012,8.506,17.012,0,0,76.555,110.579,4.253,85.061,910.15,0,46.783,68.049,4.253,0,55.29
"florida,indian river",1078.681,92.611,12.312,1034.249,8.03,9.101,11.242,119.378,23.019,91.541,11.242,31.584,881.146,27.837,6.424,12.848,185.223,1.071,13.383,6.959,31.049,3.747,16.595,34.261,4.818,101.712,11.777,1868.286,230.725,29.978,7.495,1178.787,14.454,55.674,488.752,137.043,6.959,3.212,9.101,6.959,8.03,76.552,143.467,3.212,187.899,2111.324,5.889,97.429,55.674,12.848,6.959,51.927
"florida,jackson",1379.863,44.317,4.029,900.436,4.029,4.029,4.029,122.878,8.058,96.691,8.058,10.072,850.076,8.058,24.173,22.158,122.878,2.014,10.072,2.014,22.158,6.043,4.029,10.072,2.014,92.662,4.029,1410.079,191.368,26.187,10.072,527.773,14.101,48.346,501.585,245.757,4.029,2.014,16.115,4.029,2.014,64.461,118.85,6.043,207.483,2117.133,4.029,40.288,28.202,4.029,2.014,36.259
"florida,jefferson",2183.532,102.754,19.266,1066.078,0,0,0,134.865,0,154.132,19.266,6.422,1239.476,6.422,12.844,6.422,141.287,6.422,6.422,12.844,12.844,0,0,38.533,0,57.799,0,1971.601,237.62,12.844,6.422,462.395,6.422,32.111,712.859,359.641,51.377,0,6.422,6.422,0,57.799,211.931,0,192.665,3275.298,0,51.377,32.111,6.422,0,6.422
"florida,lafayette",861.024,15.945,0,765.355,0,0,0,79.724,0,95.669,31.89,0,765.355,31.89,0,47.835,47.835,0,0,0,0,0,0,0,0,95.669,15.945,765.355,63.78,0,0,414.567,0,111.614,446.457,223.229,0,0,0,0,47.835,79.724,223.229,0,79.724,1498.82,0,31.89,15.945,0,0,47.835
"florida,lake",1414.104,72.406,7.328,948.785,8.375,8.375,8.724,123.004,25.648,76.245,9.073,20.937,1017.004,13.958,11.341,9.945,200.993,2.094,12.562,3.141,29.66,2.966,17.273,25.648,4.362,118.467,6.63,1818.533,221.755,20.937,5.758,1009.152,12.388,40.303,494.631,193.491,9.073,4.711,10.643,8.026,4.885,72.755,136.787,4.187,211.287,2235.349,7.153,55.308,32.801,5.583,4.711,32.278
"florida,lee",1177.955,90.516,9.144,961.862,5.065,10.196,10.722,124.985,25.392,74.399,9.867,27.563,804.051,13.485,8.354,13.025,238.328,2.434,19.274,6.118,28.352,3.092,31.181,59.204,6.907,118.144,5.065,2056.603,258.654,31.509,3.815,1299.257,14.077,53.744,422.385,166.625,10.525,4.342,15.459,8.223,12.17,63.545,139.392,4.802,195.832,2089.625,7.104,96.699,53.875,8.42,4.473,38.285
"florida,leon",1270.022,52.705,8.977,841.445,1.972,5.509,8.501,104.322,9.317,51.685,7.889,8.909,939.579,20.606,11.629,10.405,194.567,1.428,13.669,3.468,19.722,4.624,11.425,16.322,3.468,80.452,5.985,1532.256,199.259,15.233,6.937,702.508,14.349,41.212,491.279,208.168,9.045,4.76,10.201,6.869,5.305,40.94,89.497,2.788,197.831,2128.197,3.74,67.054,23.326,6.529,3.876,20.742
"florida,levy",1048.326,46.905,0,705.92,9.381,14.071,4.69,112.572,7.036,136.024,14.071,21.107,785.658,7.036,21.107,32.833,117.262,0,21.107,16.417,28.143,0,30.488,28.143,0,293.156,4.69,1050.671,119.608,14.071,4.69,637.908,9.381,65.667,537.062,154.786,2.345,2.345,14.071,2.345,2.345,65.667,126.643,0,89.119,1554.9,4.69,53.941,51.595,4.69,2.345,86.774
"florida,liberty",1200.512,40.017,0,706.968,13.339,26.678,13.339,280.12,13.339,133.39,0,26.678,973.749,0,13.339,40.017,80.034,13.339,26.678,0,0,0,26.678,0,0,93.373,0,1200.512,160.068,13.339,0,360.154,0,106.712,947.071,120.051,26.678,26.678,40.017,0,13.339,66.695,266.78,13.339,80.034,1654.039,0,40.017,26.678,13.339,13.339,160.068
"florida,madison",1317.047,50.304,13.719,736.266,4.573,4.573,9.146,96.035,4.573,82.315,9.146,9.146,1033.516,27.438,9.146,22.865,100.608,0,13.719,0,18.292,4.573,18.292,9.146,0,123.473,0,1079.247,155.485,18.292,4.573,749.985,18.292,54.877,493.893,192.069,4.573,4.573,27.438,9.146,0,45.731,123.473,0,205.789,1687.467,0,50.304,9.146,4.573,9.146,59.45
"florida,manatee",1378.043,57.411,9.2,1061.731,4.232,6.624,15.641,114.822,35.882,78.02,8.28,17.849,899.068,12.513,8.832,12.881,244.548,3.312,15.825,3.68,20.241,4.6,17.113,26.865,2.392,127.886,8.464,1844.505,214.37,20.793,5.704,831.352,9.384,49.13,465.543,272.333,9.016,4.968,8.096,3.68,3.68,52.627,107.645,5.336,263.133,2317.04,4.048,78.572,34.962,5.52,4.784,32.202
"florida,marion",1498.913,76.121,11.85,1295.657,5.423,10.042,10.645,146.618,15.867,78.33,11.247,26.512,957.031,16.068,12.854,10.645,239.609,2.41,20.486,4.017,28.118,3.615,18.679,29.926,4.419,105.645,3.214,2135.996,257.685,27.315,5.423,1126.545,18.478,56.839,477.411,240.613,9.841,4.619,15.063,5.222,10.846,71.099,170.116,5.624,251.057,2353.312,5.624,90.582,57.643,9.239,4.017,42.378
"florida,martin",991.732,95.471,16.524,839.04,5.202,8.568,9.486,116.89,15.912,75.275,9.18,28.764,883.716,23.256,5.814,18.972,222.153,4.284,31.212,6.732,32.13,4.284,47.123,69.767,5.202,106.487,21.42,1888.3,230.415,26.928,4.284,1217.863,14.382,51.713,507.647,133.72,12.852,7.038,15.606,3.672,7.956,71.603,160.036,3.672,144.43,1959.903,7.038,120.256,76.499,6.12,6.426,39.167
"florida,monroe",990.733,78.098,3.347,795.487,4.463,10.041,18.967,118.263,20.082,45.743,12.273,7.81,823.38,18.967,18.967,10.041,160.659,2.231,13.388,8.926,13.388,1.116,18.967,27.892,1.116,75.867,0,1746.055,225.369,18.967,2.231,889.205,7.81,45.743,373.756,167.354,8.926,3.347,12.273,7.81,2.231,54.669,132.767,2.231,119.379,1857.625,4.463,76.983,33.471,10.041,2.231,26.777
"florida,nassau",987.91,59.997,8.135,716.4,4.576,3.559,9.152,101.181,6.61,129.654,12.711,18.812,798.259,21.355,4.576,25.931,168.295,2.034,21.355,4.068,25.422,2.034,29.998,32.032,1.017,198.802,0.508,1359.075,147.958,23.897,2.542,715.383,14.745,81.351,423.027,154.059,8.644,3.559,10.169,2.034,5.593,84.91,177.447,3.051,104.74,1573.639,4.068,63.047,30.507,7.118,2.542,47.794
"florida,okaloosa",1140.879,54.596,9.533,826.953,3.683,7.366,9.749,120.241,6.283,96.193,13.216,12.999,894.548,22.315,12.132,11.699,141.039,1.95,19.715,4.116,21.882,1.95,21.232,24.915,5.2,144.722,4.116,1415.808,188.919,19.715,7.583,655.8,12.132,82.76,505.445,183.286,5.633,2.6,11.049,3.466,7.799,59.145,155.771,8.016,124.357,1898.288,3.466,64.345,36.181,6.283,3.683,41.597
"florida,okeechobee",1419.514,61.482,5.425,1573.22,7.233,9.041,12.658,159.13,32.549,59.674,10.85,16.275,1036.155,30.741,12.658,18.083,206.146,1.808,12.658,1.808,27.124,14.466,1.808,10.85,14.466,103.073,5.425,2376.104,301.986,25.316,3.617,945.74,21.7,65.099,441.225,292.944,3.617,0,9.041,1.808,1.808,65.099,124.773,0,242.312,2540.66,1.808,72.332,43.399,5.425,1.808,25.316
"florida,orange",974.887,50.639,7.037,775.842,3.254,5.771,14.652,93.007,10.981,59.327,7.486,14.876,737.353,10.949,14.475,11.189,166.361,2.26,10.965,3.142,18.819,3.158,14.988,21.625,3.334,95.924,4.232,1442.246,178.624,14.94,4.905,813.625,13.273,38.969,355.051,156.534,6.797,4.136,9.458,6.284,4.649,40.861,88.021,2.453,161.295,1757.606,3.254,54.246,24.318,5.21,3.879,21.657
"florida,osceola",1276.523,64.613,7.596,982.326,3.664,7.775,12.958,110.637,11.886,63.898,7.328,21.269,843.717,10.277,8.847,8.669,220.916,5.451,11.618,3.217,27.704,2.86,20.644,32.887,7.239,99.734,2.949,2042.848,246.743,20.018,5.72,1118.164,12.154,45.845,399.651,170.334,7.149,1.966,12.869,6.345,6.703,56.212,107.42,2.145,212.516,2431.06,3.396,56.301,33.87,6.434,3.485,25.559
"florida,palm beach",1053.471,65.601,7.964,922.856,4.108,6.581,591.876,108.524,14.252,52.565,8.09,17.27,722.742,11.402,8.132,8.216,209.755,2.389,12.659,5.365,21.965,4.653,18.066,27.582,3.395,86.057,4.779,1772.525,221.953,15.887,7.252,1044.627,13.414,32.612,379.521,178.862,10.815,4.108,11.234,6.791,5.114,43.762,92.135,1.928,192.653,1956.627,3.814,75.955,36.636,7.252,4.737,29.845
"florida,pasco",1069.298,86.677,7.646,918.132,5.568,10.139,9.474,124.739,15.291,90.002,12.05,23.602,841.095,15.79,8.31,14.294,175.266,2.493,23.186,5.983,26.926,3.573,26.261,38.726,5.152,106.124,8.061,1628.255,197.621,21.856,3.989,1041.209,13.297,50.195,432.888,178.923,7.812,4.155,9.391,6.482,6.565,73.547,186.901,4.737,134.296,1854.88,5.236,87.342,51.691,9.225,5.568,42.715
"florida,pinellas",1205.269,69.365,8.507,1100.15,3.51,6.841,16.598,106.428,15.408,69.009,10.232,17.55,835.598,21,9.637,9.935,196.377,1.666,19.215,4.759,21.714,6.127,21.773,27.603,2.737,97.088,4.521,1772.329,219.637,19.334,3.926,994.02,11.482,44.618,424.164,252.297,5.354,5.354,9.102,4.7,2.558,57.467,140.456,3.45,190.428,1984.292,5.414,86.261,43.368,6.722,3.748,32.363
"florida,polk",1340.542,64.715,6.911,1004.527,5.089,6.346,8.482,123.712,30.033,78.349,9.55,14.639,859.264,14.325,9.425,11.875,230.209,3.016,10.807,2.89,28.211,6.283,16.776,28.085,6.032,125.283,2.136,1779.159,213.936,21.174,4.775,883.076,13.446,59.563,463.874,255.216,9.99,3.393,10.618,6.032,5.843,56.861,126.98,4.21,209.601,2177.69,3.393,56.861,31.666,4.084,3.267,35.75
"florida,putnam",1447.525,27.723,9.901,1200,1.98,1.98,13.861,136.634,25.743,91.089,11.881,15.842,1475.248,3.96,23.762,9.901,162.376,5.941,3.96,0,19.802,0,7.921,15.842,0,102.97,3.96,1611.881,160.396,21.782,1.98,502.97,3.96,47.525,508.911,334.653,1.98,1.98,5.941,7.921,0,57.426,184.158,1.98,243.564,2322.772,1.98,67.327,25.743,0,0,25.743
"florida,st johns",740.658,72.75,8.969,615.488,4.385,5.78,15.746,86.104,10.763,99.06,12.557,13.354,698.802,25.114,7.773,21.127,149.487,2.79,23.121,7.375,18.337,3.189,15.945,23.121,2.192,129.755,8.172,1252.501,144.305,18.935,2.99,697.207,11.959,73.149,427.732,129.356,9.567,5.581,10.364,4.584,3.388,48.434,117.198,2.79,112.813,1403.583,4.784,68.963,38.069,7.175,2.392,29.299
"florida,st lucie",1524.818,66.392,8.326,1232.081,5.259,7.669,5.916,135.413,14.242,59.818,10.517,27.17,1055.037,8.545,8.107,8.545,280.905,1.096,15.557,3.725,23.664,4.821,18.187,22.35,2.848,83.483,3.944,2132.861,254.392,19.501,14.242,1025.237,12.49,35.935,440.858,273.455,10.298,3.287,12.928,6.354,8.326,55.874,116.35,5.04,275.208,2776.839,2.848,63.324,35.058,7.669,10.079,34.182
"florida,santa rosa",923.345,72.997,8.774,714.18,5.264,5.966,5.264,113.005,10.528,121.779,11.581,31.585,737.693,28.427,7.019,14.389,173.719,3.159,20.004,7.721,25.97,7.019,34.744,41.412,4.562,165.297,5.966,1392.212,174.772,23.163,3.86,884.039,13.687,100.02,434.474,143.889,8.423,7.37,15.091,3.509,8.423,76.156,170.21,3.86,103.179,1520.308,4.211,95.458,46.676,5.615,8.774,50.186
"florida,sarasota",1214.034,79.705,13.451,1042.89,3.721,6.726,11.734,115.765,26.044,70.117,8.872,17.458,786.318,15.025,9.874,11.305,215.218,2.576,19.747,8.3,22.609,5.151,19.604,31.195,4.007,91.439,5.581,1784.991,203.913,20.463,6.439,1014.986,12.879,55.522,443.314,211.211,8.586,3.577,10.589,7.155,5.151,56.094,107.466,5.151,173.147,1968.441,4.722,74.983,63.821,7.441,6.153,35.631
