county,you,he,she,it,we,they,me,him,her,us,them,mine,yours,his,hers,its,ours,theirs
"georgia,cook",22498.55,2462.24,2753.97,12378.87,3820.55,3122.72,13116.38,1061.91,1990.8,672.16,1535.69,420.1,168.04,821.52,28.01,735.17,9.34,11.67
"georgia,coweta",22469.19,2920.39,2381.33,13170.48,3836.38,2694.28,12416.35,1145.87,1632.73,780.98,1255.29,266.26,131.5,1084.13,11.54,618.86,16.31,11.29
"georgia,crawford",19615.3,3102.48,2694.91,12286.43,3552.05,2956.75,13699.34,1146.14,1780.96,721.28,1227.65,291.48,106.22,1084.39,12.35,1151.08,2.47,17.29
"georgia,crisp",18577.17,3133.5,2873.31,11837.35,4420.47,3015.99,12475.24,1317.75,1871.71,864.51,1577.94,246.2,134.29,1119.11,13.99,889.69,16.79,13.99
"georgia,dade",23944.46,2228,2184.43,13658.48,4034.8,2329.67,11813.92,946.97,1626.7,679.73,1112.55,363.1,116.19,932.45,14.52,557.73,8.71,14.52
"georgia,dawson",21405.75,2481.89,1587.05,12097.52,3911.83,2415.86,10394.35,865.25,1197.68,899.4,1227.28,252.74,136.62,940.39,2.28,455.39,20.49,0
"georgia,de kalb",18052.35,3117.79,3195.69,11406.71,3520.63,3491.58,11869.06,1137.05,2136.87,684.69,1386.75,238.76,134.13,1141.17,12.63,1052.67,10.83,11.56
"georgia,decatur",18706.27,2361.86,2431.57,12049.18,3448.48,2767.81,11879.01,945.15,1736.54,686.83,1410.56,356.74,157.87,1012.81,8.2,969.76,18.45,14.35
"georgia,dodge",21444.53,2705.66,2566.7,13682.66,3894.45,3157.24,11231.75,949.49,1829.5,795.1,1478.27,343.51,162.11,980.37,0,459.31,23.16,23.16
"georgia,dooly",18015.74,2546.08,2600.57,11487.08,4042.03,3170.22,12373.75,876.76,1614.83,693.49,1372.11,292.25,123.84,1099.67,4.95,787.6,34.67,34.67
"georgia,dougherty",16981.58,2929.95,3147.89,11379.67,3397.23,3459.79,12537.87,1081.07,2082.52,628.12,1612.51,252.07,120.35,1114.97,9.1,1126.12,12.74,10.24
"georgia,douglas",21480.43,3096.03,3155.95,12259.42,3730.43,3359.68,12555.2,1092.87,2103.88,695.34,1465.14,289.41,121.63,1093.63,14.79,907.75,9.69,13.26
"georgia,early",16371.06,3108.76,3783.93,11774.7,3939.74,3386.99,14378.93,1183.41,2674.72,678.88,1561.8,215.16,126.13,1001.63,7.42,549.04,11.13,22.26
"georgia,echols",18694.73,1903.06,1679.17,12761.67,2910.56,1735.14,11530.28,1063.47,1007.5,559.72,1063.47,167.92,55.97,1007.5,0,839.58,0,0
"georgia,effingham",23698.72,2487.71,2106.37,12697.87,3811.53,2521.14,12925.59,977.73,1585.88,710.26,1340.09,356.94,113.86,956.04,9.94,630.74,11.75,5.42
"georgia,elbert",22107.24,2918.92,3097.57,12616.76,4137.53,3400.62,13462.13,1084.63,2258.57,676.3,1646.08,290.3,185.02,1084.63,3.19,957.02,12.76,3.19
"georgia,emanuel",19946.21,2732.85,3237.57,11577.21,3354.04,3123.93,13294.95,1108.86,2070.94,606.04,1584.22,342.79,142.99,906.22,13.26,940.3,13.26,14.2
"georgia,evans",22399.6,3459.98,3630.14,12607.51,3367.16,4083.91,14236.95,1613.97,2335.87,654.87,1670.69,319.7,149.54,1180.83,15.47,1020.98,15.47,5.16
"georgia,fannin",19617.86,2128.02,1552.35,11694.39,4495.36,2018.06,9262.37,666.22,1306.56,834.39,1073.71,278.13,142.3,886.13,6.47,452.77,25.87,12.94
"georgia,fayette",21295.19,2662.76,2388.5,12751.98,3708.7,2923.72,11731.07,913.33,1655.71,740.78,1300.49,263.08,116.1,1037.41,8.52,675.81,11.18,9.05
"georgia,floyd",22393.59,2657.26,2535.39,13016.83,3872.72,2918.79,11992.86,972.93,1764.25,819.41,1288.27,304.66,135.71,970.16,11.47,666.69,17.8,9.5
"georgia,forsyth",21077.87,2395.03,1731.38,12170.42,3921.81,2288.07,11168.19,870.35,1391.29,937.94,1110.69,276.4,115.97,1022.36,9.91,725.54,17.12,10.81
"georgia,franklin",25200.97,2502.45,2271.93,13045.94,3987.3,2527.37,11870.52,1084.05,1642.68,944.91,1302.1,377.96,193.13,955.29,8.31,479.72,10.38,8.31
"georgia,fulton",16590.53,2696.85,2391.87,11159.51,3742.36,3006.09,9928.15,996.51,1746.54,845.14,1227.96,211.58,118.64,1088.4,11.03,756.65,13.43,10.22
"georgia,gilmer",20922.28,2179.5,1667.35,12610.78,3817,2471.17,10782.67,914.06,1313.67,748.7,1157.5,351.38,153.87,879.61,9.19,656.84,6.89,2.3
"georgia,glascock",27841.29,1681.24,2286.48,14189.64,5043.71,1613.99,13651.65,201.75,1950.23,1613.99,1075.99,538,336.25,605.25,0,538,67.25,67.25
"georgia,glynn",20090.07,2921.67,2778.85,11995.85,3674.11,2913.69,12085.87,1090.5,1862.69,662.81,1365.49,283.73,132.56,1039.98,12.53,869.82,18.23,15.95
"georgia,gordon",21143.48,2403.17,2343.19,12902.54,4047.45,2482.71,11968.92,1000.13,1790.32,929.71,1335.24,309.04,103.01,885.38,6.52,551.57,22.17,7.82
"georgia,grady",21872.67,2473.91,2952.48,12247.99,3899.5,2706.86,12782.27,830.54,2081.42,1015.39,1354.7,339.31,149.4,876.12,5.06,790.03,10.13,12.66
"georgia,greene",20822.49,2986.26,2831.79,11774.3,3896.77,3159.69,12584.55,1186.91,1834.57,682.88,1571.71,270.99,130.07,964.71,5.42,607.01,18.97,29.81
"georgia,gwinnett",20388.03,2723.79,2446.26,11887.58,3720.04,2907.63,11712.79,1003.05,1765.65,761.27,1293.36,273.28,123.05,1047.46,11.53,925.41,11.88,11.15
"georgia,habersham",21504.95,2289.36,2038.02,13392.68,3990.16,2260.04,10324.14,1064.04,1547.89,909.04,1141.54,307.9,119.39,976.07,10.47,377.02,20.95,12.57
"georgia,hall",22511.38,2532.88,1986.25,12376.05,3940.39,2492.53,11704.83,962.79,1466.42,830.55,1277.34,301.3,124.88,1013.15,9.13,671.8,13.55,11.49
"georgia,hancock",16363.4,3632.72,2274.49,12493.53,2921.27,3082.96,13334.34,1681.61,1552.26,592.88,1401.35,183.25,183.25,1110.3,0,549.76,10.78,10.78
"georgia,haralson",23590.61,2717.95,2074.99,13905.37,4395.48,2735.48,11672.56,941.05,1484.64,946.9,1356.05,403.31,192.89,835.84,17.54,631.26,11.69,17.54
"georgia,harris",24543.68,2657.15,2730.93,12770.39,4345.41,2811.22,12542.55,936.35,1903.08,774.69,1482.1,311.39,147.56,1026.41,8.68,397.11,18.45,8.68
"georgia,hart",23403.56,2887.81,1929.3,13065.81,3990.71,2823.3,12927.57,1182.77,1566.79,712.74,1523.78,380.94,144.39,893.99,9.22,635.93,21.5,12.29
"georgia,heard",22674.86,2478.97,2567.67,13463.93,4500.43,2362.26,14350.94,980.38,1802.04,737.62,1433.23,462.18,172.73,779.64,18.67,770.3,0,14.01
"georgia,henry",21022.62,3078.93,3247.23,11822.73,3987.73,3200.82,12544.18,1141,2231.97,804.88,1388.64,291.52,131.9,1118.58,13.62,901.33,12.18,9.52
"georgia,houston",20277.06,2986.04,2872.75,11902.8,3667,3126.52,13127.44,1108.98,1941.56,643.81,1436.2,291.94,112.11,1062.72,9.29,769.43,13.51,10.97
"georgia,irwin",21506.15,2911.22,2761.28,12266.47,3642.14,3514.08,12397.66,1258.82,1949.14,655.96,1649.27,287.37,131.19,1102.64,18.74,1271.32,6.25,6.25
"georgia,jackson",25709,2623.41,2498.79,13592.64,4284.48,2532.88,13029.72,961.81,1779.83,824.41,1281.35,381.32,134.21,882.46,10.12,560.79,12.25,12.78
"georgia,jasper",20575.8,3021.4,3034.75,12272.5,3782.32,3230.54,13304.85,992.3,1971.25,591.82,1601.92,289.24,151.29,903.31,13.35,809.86,8.9,0
"georgia,jeff davis",21641.46,2628.94,2713.49,13339.96,3430.1,3029.52,13861.32,1082.98,1880.12,634.09,1479.53,428.76,193.25,982.33,14.09,563.63,10.06,20.13
"georgia,jefferson",17874.67,2858.04,3224.82,11084.44,2886.62,3279.6,14645.08,1100.35,1791.04,469.19,1836.29,273.9,102.41,1050.33,2.38,1917.27,9.53,9.53
"georgia,jenkins",19863.14,2418.04,2809.62,11018.22,3661.32,3377.42,13475.41,763.59,1884.5,572.69,1674.03,342.64,151.74,817.43,19.58,1595.71,14.68,19.58
"georgia,johnson",19315.33,2983.67,2178.86,14172.42,3690.33,2807,13367.62,1491.83,1707.76,549.62,1256.28,314.07,176.66,1531.09,0,549.62,0,0
"georgia,jones",20390.57,2883.09,2501.07,10987.07,3594.88,2889.62,12361.68,963.21,1704.38,607.31,1273.39,251.41,104.48,1002.39,6.53,767.3,16.33,13.06
"georgia,lamar",20559.26,3066.62,2957.06,12369.7,3592.8,3251.36,12312.36,1086.76,2122.56,648.49,1466.42,308.32,127.4,924.96,14.01,968.27,10.19,5.1
"georgia,lanier",23207.23,4292.28,4268.2,12280.87,4340.44,3028.08,13189.9,1938.45,2594.64,951.16,1474.91,427.42,186.62,1378.59,18.06,710.36,12.04,6.02
"georgia,laurens",22851.03,2797.77,2810.09,12640.01,4029.59,3127.28,13015.72,1124.81,1843.11,712.92,1421.98,361.85,140.12,974.68,16.94,679.81,9.24,13.86
"georgia,lee",19093.86,2676.07,2336.2,11859.87,3173.36,2804.87,10385.88,876.52,1710.11,676.17,1194.93,236.12,125.22,1080.45,0,722.68,7.16,7.16
"georgia,liberty",20074.81,2754.85,3250.42,12375.09,3473.09,3238.88,11786.51,946.34,2295.25,671.4,1465.68,295.31,143.92,1072.61,7.47,773.91,10.18,12.22
"georgia,lincoln",20154.1,4744.48,2767.14,13489.1,3625.12,3613.76,11636.76,1465.96,1897.79,721.62,1477.32,301.15,136.37,1903.47,11.36,630.7,11.36,17.05
"georgia,long",22310.69,3409.45,3125.33,11990.63,3481.38,3292.57,13188.25,1084.34,2017.62,638.37,1503.32,271.53,181.62,1109.51,16.18,1113.11,10.79,7.19
"georgia,lowndes",19888.15,2710.96,2655.74,12549.74,3646.34,3106.41,11561.9,983.09,1867.41,698.47,1424.26,308.96,116.97,1067.01,13.26,798.82,14.05,11.08
"georgia,lumpkin",20233.45,2228.54,1663.51,12953.05,3927.36,2248.99,9880.67,780.64,1230.44,899.6,1005.54,308.54,109.66,869.86,5.58,578.04,11.15,16.73
"georgia,macon",19615.88,3054.52,2544.04,12879.2,3598.48,2887.15,13573.79,1799.24,1606.76,602.54,1113.02,133.9,159,1012.6,8.37,602.54,16.74,16.74
"georgia,madison",21960.27,2549.98,2366.6,11860.69,4300.71,2674.54,12957.49,1031.06,1847.61,858.07,1266.34,390.97,183.38,979.16,10.38,792.33,6.92,6.92
"georgia,marion",22669.97,2566.84,2680.42,14128.98,3907.05,3271.02,11175.98,1272.06,1476.5,795.04,1726.37,477.02,68.15,863.18,0,795.04,45.43,0
"georgia,mcduffie",20121.4,3159.09,2976.06,11156.26,3848.99,3155.57,13262.91,908.13,1781.06,730.38,1355.15,269.27,137.28,1034.85,15.84,848.29,10.56,21.12
"georgia,mcintosh",21579.19,2566.88,2943.93,12162.46,4239.46,3098.62,12080.28,821.79,1783.76,734.77,1324.53,241.7,101.52,937.8,24.17,865.29,19.34,9.67
"georgia,meriwether",22666.15,1713.95,2526.23,13000.39,3058.69,2914.89,13975.9,571.32,1671.2,474.15,1426.35,450.84,143.8,691.8,19.43,567.43,15.55,0
"georgia,miller",17727.59,4429.62,4201.76,11620.91,4693.94,3399.69,13006.31,1841.12,2524.7,738.27,1348.94,328.12,82.03,1640.6,27.34,802.07,9.11,18.23
"georgia,mitchell",16858.58,2865.05,3498,11026.55,3283.47,3475.18,13861.16,1043.77,2265.56,547.75,1825.84,237.36,89.77,1087.9,13.69,783.59,4.57,9.13
"georgia,monroe",20803.72,2522.04,2593.59,12857.86,4657.45,3120.56,11607.16,857.19,1765.29,792.52,1428.19,287.56,133.46,1052.57,2.75,605.4,26.14,5.5
"georgia,montgomery",22496.78,2843.61,3499.37,11937.63,3461.95,3570.26,12583.55,1077.18,2170.12,612.44,1571.47,338.71,120.12,1033.86,11.82,781.79,11.82,21.66
"georgia,morgan",21758.59,2679.01,2656.18,11778.15,3662.13,3021.34,13944.53,963.81,1941.67,684.67,1432.55,296.69,182.58,1007.7,7.02,682.92,8.78,3.51
"georgia,murray",24566.53,2654.45,2091.15,12292.27,3927.66,2471.83,11186.25,949.12,1597.3,751.07,1314.37,288.08,133.75,961.98,15.43,475.85,18,38.58
"georgia,muscogee",19328.36,2764.56,2981.18,12081.4,3643.95,3231.11,11913.71,961.46,1933.21,665.26,1408.52,275.11,126.92,1066.22,13.12,874.07,13.47,12.76
"georgia,newton",21098.93,2884.46,2810.98,11930.37,3751,3210.72,12270.52,1048.24,1841.3,717.98,1418.32,313.16,126.12,1046.37,12.02,912.23,13.63,9.62
"georgia,oconee",19465.62,2481.76,1892.75,12066.96,4114.6,2591.93,11017.48,908.24,1481.71,899.76,1162.48,257.07,114.41,1083.38,9.89,515.56,9.89,8.47
"georgia,oglethorpe",21625.07,3520.26,2742.47,12476,3695.59,3030.21,13181.85,1159.93,1744.39,732.83,1609.52,409.12,112.4,1128.46,17.98,1159.93,31.47,26.98
"georgia,paulding",22092.09,2728.57,2184.7,12961.73,3950.22,2768.5,12202.89,1024.79,1592,733.05,1282.14,319.08,118.85,1019.26,13.21,764.06,15.66,10.44
"georgia,peach",17414.16,3215.2,3134.7,12895.44,3399.66,3386.24,12577.95,1198.43,2109.55,589.15,1503.63,347.68,188.93,1130.24,23.48,768.02,6.71,14.53
"georgia,pickens",25039.35,2835.94,1849.18,12991.89,3518.47,2275.1,11640.06,1142.84,1412.68,751.31,1137.55,346.56,129.63,1023.8,7.94,494.7,13.23,13.23
"georgia,pierce",27239.19,2646.09,2295.88,12875.06,4228.56,2570.86,14249.99,967.64,1732.93,822.36,1483.89,386.54,147.87,918.35,10.38,542.19,15.56,7.78
"georgia,pike",25406.21,2275.68,2724.92,13337.38,4070.81,2629.18,13700.09,904.01,1815.39,721.74,1270.4,342.46,127.04,738.31,11.05,602.06,16.57,11.05
"georgia,polk",27423.2,2682.22,2527.11,13020.75,4339.22,2646.27,13069.03,961.53,1801.85,829.01,1358.06,363.66,132.52,765.32,16.44,745.8,16.44,10.27
"georgia,pulaski",18984.43,2242.36,2860.49,13099.06,3353.68,2544.85,12283.66,874.59,1874.11,604.98,1104.74,440.58,118.36,940.34,19.73,795.68,6.58,13.15
"georgia,putnam",21441.98,2682.77,2629.02,11747.74,3692.72,2756.66,12282.95,1108.49,1800.45,817.37,1310.03,288.88,197.06,1003.24,8.96,595.67,13.44,15.68
"georgia,quitman",17524.45,3609.69,1979.51,13565.44,5589.19,3900.79,12633.91,1455.52,1280.86,698.65,1921.29,58.22,174.66,1746.62,0,640.43,0,58.22
"georgia,rabun",18935.92,1849.74,1666.36,10875.2,3739.35,2431.77,8929.78,486.35,1307.58,892.98,1044.47,255.14,143.51,972.71,15.95,693.65,23.92,7.97
"georgia,randolph",23152.86,2243.69,5213.43,12801.64,2929.4,4684.02,16018.43,1089.07,3514.27,529.41,2087.39,297.48,216.81,801.68,30.25,781.51,0,0
"georgia,richmond",18282.81,3003.83,3304.13,11618.05,3333.3,3367.28,12643.97,1133.66,2130.69,661.34,1456.89,289.54,121.05,1103.93,14.02,1096.85,14.87,10.62
"georgia,rockdale",20082.77,3053.13,3122.78,11594.54,3512.62,3328.23,12246.26,1077.73,2167.07,596.91,1442.2,284.82,127.43,1102.03,12.69,1001.06,11.61,13.77
"georgia,schley",25744.57,1971.11,2139.37,12740.08,3701.83,3148.96,11081.46,841.33,1418.23,865.36,1514.39,312.49,72.11,841.33,24.04,1105.74,0,0
"georgia,screven",17386.7,2347.48,3650.09,11667.76,3176.42,2883.85,14370.5,1044.87,2521.63,578.16,1441.93,417.95,181.11,863.76,13.93,647.82,6.97,13.93
"georgia,seminole",15899.83,3485.77,3229.15,11932.89,3806.55,3496.47,12488.91,1796.35,2191.97,620.17,1486.27,256.62,139,1240.34,21.39,1368.65,21.39,10.69
"georgia,spalding",22634.52,2937.05,3118.64,11528.24,3915.12,2958.86,14158.07,1036.86,2378.56,647.62,1366.36,294.89,137.49,1090.91,10.9,839.16,12.33,13.75
"georgia,stephens",21250.92,2810.32,2167.64,13863.48,4109.11,2707.31,11113.62,1168.91,1757.85,687.46,1379.41,288.87,154.51,1115.17,15.68,517.28,24.63,17.91
"georgia,stewart",16190.01,2598.16,1880.76,11226.37,3664.57,2811.44,10780.42,930.68,1725.64,581.68,1240.91,484.73,77.56,930.68,19.39,1105.19,38.78,0
"georgia,sumter",19908.63,2630.9,2596.63,13197.62,3844.65,3300.79,12237.01,1007.04,1879.21,666.57,1503.37,256.46,123.81,1024.72,13.27,793.69,15.48,21
"georgia,talbot",20054.67,2955.25,2659.73,11533.69,3915.71,3127.64,15326.27,1247.77,1986.59,681.35,1551.51,246.27,123.14,1108.22,0,1009.71,8.21,8.21
"georgia,taliaferro",15999.85,3545.1,2082.04,10897.91,4407.93,3845.22,13280.06,1463.06,1294.24,712.77,2138.32,206.33,37.51,1031.64,18.76,412.66,0,37.51
"georgia,tattnall",21806.11,2563.51,2723.58,12412.4,3718.97,3088.72,13685.41,927.87,1838.23,715.28,1603.13,362.64,137.55,972.88,12.51,707.78,10,10
"georgia,taylor",19299.09,2097.1,2248.44,11314.25,3805.05,2839.37,12236.69,670.21,1455.72,677.41,1484.55,295.47,108.1,691.83,0,403.57,7.21,36.03
"georgia,telfair",24812.71,2687.94,2724.85,12178.77,3259.97,2583.38,13119.86,910.33,1925.23,633.54,1519.27,369.05,129.17,1064.11,24.6,1359.35,30.75,12.3
"georgia,terrell",16876.69,4189.78,2720.15,13114.44,4130.99,3505.73,14268.77,1656.67,1902.5,753.52,1672.71,213.76,96.19,1410.84,10.69,1095.54,16.03,5.34
"georgia,thomas",20874.28,2470.26,3057.9,11677.71,3714.1,3339.75,12733.29,886.9,2040.42,749.78,1622.54,278.58,121.88,877.11,9.79,1046.87,18.5,13.06
"georgia,tift",23440.37,2320.7,2463.56,12987.41,3860.56,2859.43,12242.56,819.01,1774.33,729.58,1415.54,382.79,136.32,823.37,15.27,618.34,14.18,5.45
"georgia,toombs",24079.85,2998.27,2864.58,12465.69,3921.34,3097.05,14428.49,992.9,1868.28,701.67,1393.97,412.14,159.24,973.31,17.88,705.93,18.73,10.22
"georgia,towns",21380.48,1799.93,1572.84,12376.62,3759.67,1959.74,10332.78,601.38,1148.09,857.91,942.02,285.97,113.55,672.87,4.21,534.09,16.82,21.03
"georgia,treutlen",21121.55,2793.88,2713.91,12020.19,3748.5,3393.64,14089.36,944.62,1904.24,689.72,1649.34,429.83,124.95,779.69,19.99,939.62,5,14.99
"georgia,troup",23090.29,2818.09,2852.9,12144.83,3902.14,3246.16,13783.68,1062.29,1854.25,700.58,1505.59,323.09,155.02,934.47,13.05,866.48,13.6,12.51
"georgia,turner",17808.93,2272.48,2864.08,12963.48,3812.51,3324.21,12010.35,939.04,1859.3,708.98,1549.42,277.02,169.03,939.04,32.87,1032.95,14.09,0
"georgia,twiggs",19835.63,3376.18,3165.46,11264.62,3664.78,3124.23,13967.4,1319.32,2116.41,824.58,1511.72,448.94,160.33,1227.7,18.32,1003.23,9.16,18.32
"georgia,union",24532.26,2401.79,1921.43,14148.75,4454.23,2270.79,10587.3,834.56,1581.79,984.98,1227.58,354.2,150.41,892.79,9.7,470.65,33.97,14.56
"georgia,upson",21873.24,3505.62,3538.69,12900.58,3429.3,3643,13376.31,1167.69,2241.26,620.73,1579.82,325.63,137.38,1076.11,12.72,679.25,2.54,17.81
"georgia,walker",22682.76,2644.53,2273.37,12766.9,3782.58,2615.42,11725.28,1000.68,1647.49,686.83,1328.18,329.32,136.46,943.37,8.19,789.63,17.29,20.01
"georgia,walton",23584.69,2607.38,2388.47,12120.88,3936.31,2484.4,12962.6,949.55,1817.95,1171.7,1237.69,331.06,135.6,921.78,10.46,681.6,16.59,5.41
"georgia,ware",21245.97,2792.55,2872.15,12227.54,3721.2,2813.78,12693.19,1025.48,2029.74,703.11,1447.35,367.48,122.05,1006.91,11.94,846.39,10.61,3.98
"georgia,warren",19276.18,2809.76,3940.99,11933.01,3365.5,3822.51,13058.6,1001.47,2668.7,600.88,1757.51,256.71,118.48,905.55,16.93,1277.93,8.46,16.93
"georgia,washington",17359.99,2986.19,3142.79,12072.24,3233.83,3383.14,11966.63,1088.87,2348.9,648.22,1831.78,302.26,127.46,1016.03,40.06,775.68,7.28,14.57
"georgia,wayne",24782.42,3652.74,3458.58,12092.88,3414.08,3343.29,12034.23,1197.36,2141.89,673.51,1656.48,366.08,171.92,1391.52,16.18,669.47,10.11,4.04
"georgia,webster",21060.82,2247.26,3370.88,10948.17,2881.1,3053.96,14347.86,950.76,2448.93,460.98,1296.49,288.11,201.68,979.57,28.81,403.35,0,0
"georgia,wheeler",18142.17,1865.21,1992.69,10553.86,2905.16,2180.55,9990.27,724.61,811.84,509.91,912.48,315.34,100.64,577.01,13.42,362.31,0,6.71
"georgia,white",23161.69,2222,1425.43,10887.48,3911.88,2109.13,13270.73,922.34,1331.91,954.59,996.51,319.27,96.75,932.01,25.8,661.12,12.9,0
"georgia,whitfield",20907.95,2819.45,1790.33,12952.77,4095.98,2684.36,11037.98,1081.48,1370.64,975.99,1307.65,276.25,123.71,1057.96,6.83,664.07,7.59,13.66
"georgia,wilcox",19119.19,2339.25,1399.86,12396.16,3315.47,2597.12,11475.2,1123.58,1381.44,810.45,1215.67,349.97,110.52,773.61,0,681.51,0,0
"georgia,wilkes",19755.98,3475.72,3694.01,11590.27,3622.39,3806.57,13118.35,1333.66,2305.77,706.06,1855.53,279.69,105.74,1316.61,3.41,549.16,20.46,3.41
"georgia,wilkinson",18790.02,3868.64,3449.24,12267.57,3872.26,3879.49,14411.59,1417.3,2187.41,647.18,1605.31,245.86,137.39,1297.98,18.08,639.95,7.23,10.85
"georgia,worth",19570.14,3286.2,2661.97,13173.52,3967.84,3433.3,11530.42,1169.54,1696.92,764.15,1478.08,297.77,89.69,1158.78,0,782.09,17.94,17.94
"idaho,ada",21791.54,2137.87,1606.15,12678.14,3902.23,2292.34,11037.94,826.54,1286.52,859.24,1104.85,248.83,115.44,905.85,9.34,650.06,13.08,10.9
"idaho,adams",18764.83,1434.96,1269.39,10706.99,3587.39,1655.72,9106.46,496.72,1103.81,496.72,1324.58,110.38,220.76,386.33,0,662.29,0,0
"idaho,bannock",26726.52,2031.8,1550.65,12702.89,4139.35,2095.28,13106.69,821.47,1223.13,681.71,1102.58,323.79,137.09,765.46,6.4,716.92,13.87,7.47
"idaho,bear lake",21206.72,1735.95,1665.57,15060.52,3401.52,1923.62,10532.98,469.18,1149.48,516.09,1219.86,398.8,140.75,1079.1,0,469.18,0,0
"idaho,benewah",17599.42,1945.44,1900.19,11808.35,2895.53,2352.62,8007.96,180.97,1266.8,407.19,1266.8,135.73,0,1085.83,45.24,407.19,90.48,0
"idaho,bingham",24114.19,2097.95,2089.79,12910.15,4016.31,2281.62,12873.42,808.16,1493.87,571.43,1155.1,281.63,122.45,820.4,16.33,955.1,16.33,16.33
"idaho,blaine",21391.72,2679.39,846.81,11633.86,5254.56,2931.26,9836.02,920.63,725.22,1476.49,1298.44,147.65,43.43,1372.27,13.03,616.65,34.74,8.69
"idaho,boise",14974.07,1435.42,717.71,8808.27,3066.58,1076.57,6916.13,815.58,717.71,358.86,685.09,97.87,32.62,652.47,0,913.45,0,0
"idaho,bonner",23517.65,1749.76,1406.06,11862.98,3874.47,2180.26,10752.02,593.67,1097.07,722.12,1024.17,236.08,142.34,739.48,13.89,381.89,3.47,17.36
"idaho,bonneville",23002.99,2448.99,1623.3,13093.1,3878.1,2423.31,12060.38,1019.07,1390.6,904.33,1225.3,296.9,110.73,927.6,8.83,571.32,15.25,6.42
"idaho,boundary",19788.73,1408.45,1408.45,9014.08,2676.06,1901.41,8521.13,1056.34,915.49,1197.18,845.07,70.42,140.84,422.54,0,704.23,0,0
"idaho,butte",25578.25,3545.5,2279.25,13380.04,4980.58,2870.17,8104,1181.83,2616.92,844.17,1646.12,379.88,379.88,1139.62,0,506.5,42.21,0
"idaho,camas",7279.17,393.47,196.73,8853.04,3344.48,983.67,5508.56,0,590.2,393.47,786.94,0,0,786.94,0,196.73,0,0
"idaho,canyon",22439.36,2380.01,1933.31,13190.69,3717.25,2369.34,12283.78,943.54,1486.62,660.44,1224.5,311.55,124.48,920.42,11.03,877.39,14.58,14.94
"idaho,caribou",21418.09,2384.88,1284.17,10640.25,3393.87,2293.16,7796.73,871.4,1192.44,550.36,1146.58,229.32,91.73,550.36,0,137.59,0,45.86
"idaho,cassia",22189.28,2325.47,2149.44,13165.33,4465.65,2362.53,10728.68,1083.99,1686.2,815.31,1260.02,194.56,111.18,1083.99,18.53,500.3,37.06,27.8
"idaho,clark",15231.24,1107.73,830.79,11077.26,6092.49,1384.66,6369.43,830.79,1384.66,1107.73,553.86,830.79,0,1107.73,0,1107.73,0,0
"idaho,clearwater",15433.23,1984.27,1175.87,13301.98,3380.61,1763.8,7055.19,734.92,881.9,734.92,881.9,0,73.49,587.93,0,808.41,73.49,0
"idaho,custer",12310.32,1105.42,854.19,6883.73,2663.05,1658.12,5426.59,502.46,703.45,502.46,854.19,50.25,0,653.2,50.25,301.48,0,0
"idaho,elmore",20054.04,2562.19,2332.25,12904,3700.94,2452.69,11305.37,895.12,1661.59,670.66,1360.48,232.68,131.39,933.45,10.95,596.75,19.16,21.9
"idaho,franklin",19717.77,2259.55,1385.57,13706.51,4263.3,2664.56,10104.02,937.93,959.24,682.13,1151.09,426.33,127.9,1001.88,0,554.23,0,0
"idaho,fremont",20718.81,1815.16,1037.24,11876.36,4511.98,1815.16,8297.89,674.2,726.07,803.86,777.93,233.38,181.52,933.51,0,492.69,0,0
"idaho,gem",24784.97,2306.69,1861.26,14041.64,3992.96,2444.56,12800.8,1134.79,1606.73,758.29,1240.84,371.19,100.75,832.53,5.3,615.12,15.91,21.21
"idaho,gooding",25084.46,2146.36,2519.64,12299.59,3975.44,2762.28,10993.11,895.87,1381.14,634.58,1530.45,205.3,111.98,821.22,0,1325.15,0,18.66
"idaho,idaho",14368.88,1436.89,552.65,6226.51,2505.34,1178.98,14700.46,442.12,552.65,442.12,331.59,0,0,1215.83,0,700.02,0,0
"idaho,jefferson",22451.63,2587.51,1512.7,14994.29,3635.78,2202.7,13043.71,1088.08,1141.16,690,1035,225.58,132.69,981.93,0,424.62,26.54,0
"idaho,jerome",23178.02,1929.89,1293.03,12865.96,3596.03,2553.89,11785.22,810.55,752.66,553.24,1338.06,353.81,192.99,720.49,0,836.29,6.43,6.43
"idaho,kootenai",21226.24,1941.97,1451.56,12345.68,3385.77,2175.24,10009.35,691.47,1317.32,716.53,1155.04,203.44,103.81,772.61,7.76,405.1,10.14,11.93
"idaho,latah",18147.11,2029.75,1335.66,12622.78,3659.23,2146.14,8967.81,706.86,1192.3,716.8,973.71,229.94,89.42,1006.36,2.84,618.86,17.03,2.84
"idaho,lemhi",18880.13,999.88,764.62,10704.62,4175.98,1705.68,9822.37,764.62,999.88,176.45,823.43,176.45,117.63,882.25,0,352.9,0,0
"idaho,lewis",18203.17,880.8,587.2,8514.39,4403.99,1174.4,7046.39,587.2,1468,880.8,880.8,587.2,293.6,2055.2,0,293.6,0,0
"idaho,lincoln",19086.18,3663,1542.32,12145.75,4916.14,5301.72,9157.51,1831.5,963.95,1349.53,1927.9,192.79,0,674.76,0,1445.92,96.39,0
"idaho,madison",20677.33,2504.67,1632.2,14343.44,3803.39,2341.45,11039.1,1189.51,1339.82,812.58,1123.76,247.77,104.51,883.03,9.39,567.16,10.57,8.22
